676097.1958,5704326.401,100,211
676102.5487,5704344.631,100,211
676107.9017,5704362.862,100,211
676113.2546,5704381.092,100,211
676118.6075,5704399.322,100,211
676123.9604,5704417.553,100,211
676129.3133,5704435.783,100,211
676134.6663,5704454.013,100,211
676140.0192,5704472.244,100,211
676145.3721,5704490.474,100,211
676150.725,5704508.705,100,211
676156.0779,5704526.935,100,211
676161.4308,5704545.165,100,211
675914.6763,5704346.31,100,211
676172.1367,5704581.626,100,211
676177.4896,5704599.856,100,211
676182.8425,5704618.087,163.4651167,211
676188.1954,5704636.317,100,211
676193.5484,5704654.547,100,211
676198.9013,5704496.818,100,211
676351.3869,5704691.008,167.3149779,211
676209.6071,5704709.239,100,211
676214.96,5704727.469,100,211
676220.313,5704745.699,196.6723256,211
676225.6659,5704763.93,202.358933,211
676231.0188,5704782.16,208.0455404,211
676236.3717,5704800.39,213.7321478,211
675850.7012,5704781.766,219.4187552,211
676175.4631,5704781.568,157.1277151,211
676156.9446,5704540.03,160.301477,211
675785.483,5704539.835,106.347233,211
676191.4688,5704840.479,107.6166796,211
676213.0564,5704786.393,108.8861262,211
676204.5511,5704773.778,110.1555728,211
676196.0458,5704761.164,140.9523497,211
676187.5405,5704748.549,185.5263638,211
676179.0352,5704415.614,193.3566641,211
675434.3915,5704497.574,109.0880412,211
675557.9494,5704512.16,109.3336639,211
675568.33,5704526.746,109.5792866,211
675578.7107,5704541.332,179.3238661,211
675919.6394,5704706.345,181.3069628,211
675903.1831,5704702.678,241.9900101,211
675430.5126,5704492.788,247.0625779,211
675413.4934,5704497.506,237.5912495,211
676710.2977,5704475.475,413.7871602,211
676725.4459,5704489.41,421.6914661,211
675575.4962,5704427.359,429.595772,211
675374.1225,5704495.011,284.8152599,211
675355.5727,5704496.011,288.9222657,211
675337.0228,5704497.011,164.674801,211
675318.473,5704498.011,165.7968191,211
675407.7231,5704520.771,131.1708708,211
675424.1906,5704518.608,131.3991897,211
675407.0096,5704516.444,106.7386794,211
675389.8286,5704514.281,106.8991241,211
675372.6475,5704512.117,107.0595689,211
675494.5667,5704624.074,142.3095588,211
677074.7144,5704367.653,365.9205017,211
675749.332,5704653.107,370.5857737,211
675767.5798,5704653.539,375.2510456,211
675785.8275,5704653.971,268.3312437,211
675804.0753,5704654.403,270.2749285,211
674973.7767,5704417.423,206.9069824,211
674938.2177,5704396.824,154.0853839,211
674919.6451,5704396.524,155.2121628,211
674901.0726,5704396.224,156.3389416,211
674882.5001,5704240.101,553.092086,211
676971.5375,5704235.325,561.1830162,211
676818.132,5704288.551,647.2442981,211
676827.1283,5704433.664,656.5196252,211
675854.7283,5704427.146,672.2087946,211
675842.7055,5704354.746,681.6332808,211
675099.2595,5704556.607,304.9358078,211
674976.5641,5704557.055,308.0886664,211
675051.376,5704563.958,311.241525,211
675032.6075,5704563.359,231.4085138,211
675013.8389,5704562.761,233.340992,211
674828.2147,5704495.004,210.0355777,211
674809.814,5704495.582,457.3552316,211
674791.4133,5704496.159,462.3884038,211
675069.1119,5704548.077,139.8843974,211
675050.503,5704545.734,140.53824,211
675031.8941,5704543.391,141.1920826,211
675013.2852,5704541.048,141.8459251,211
674994.6763,5704621.019,159.5418696,211
674981.7978,5704605.644,165.9472927,211
674952.3859,5704604.005,147.7633519,211
674933.7243,5704602.366,148.4762377,211
674915.0626,5704600.728,149.1891236,211
674896.401,5703907.589,456.7937645,211
675626.7547,5703906.575,270.8903179,211

676097.1958,5704326.401,100,2369
676102.5487,5704344.631,100,2369
676107.9017,5704362.862,100,2369
676113.2546,5704381.092,100,2369
676118.6075,5704399.322,100,2369
676099.912,5704402.419,100.1345807,2369
676081.2166,5704405.517,100.2691614,2369
676062.5211,5704408.614,100.4037421,2369
676043.8257,5704411.711,100.5383229,2369
676025.1302,5704414.808,100.6729036,2369
676006.4347,5704417.905,100.8074843,2369
675987.7393,5704421.002,100.942065,2369
675969.0438,5704424.1,101.0766457,2369
675950.3484,5704427.197,101.2112264,2369
675931.6529,5704430.294,101.3458072,2369
675912.9574,5704433.391,101.4803879,2369
675894.262,5704436.488,101.6149686,2369
675875.5665,5704439.585,101.7495493,2369
675856.8711,5704442.683,101.88413,2369
675838.1756,5704445.78,102.0187107,2369
675819.4802,5704448.877,102.1532915,2369
675800.7847,5704451.974,102.2878722,2369
675782.0892,5704455.071,102.4224529,2369
675763.3938,5704458.168,102.5570336,2369
675744.6983,5704461.266,102.6916143,2369
675726.0029,5704464.363,102.826195,2369
675707.3074,5704467.46,102.9607758,2369
675688.6119,5704470.557,103.0953565,2369
675669.9165,5704473.654,103.2299372,2369
675651.221,5704476.751,103.3645179,2369
675632.5256,5704479.849,103.4990986,2369
675613.8301,5704482.946,103.6336793,2369
675595.1346,5704486.043,103.7682601,2369
675576.4392,5704489.14,103.9028408,2369
675557.7437,5704492.237,104.0374215,2369
675539.0483,5704495.334,104.1720022,2369
675520.3528,5704498.432,104.3065829,2369
675501.6573,5704501.529,104.4411636,2369
675482.9619,5704504.626,104.5757443,2369
675464.2664,5704507.723,104.7103251,2369
675445.571,5704510.82,104.8449058,2369
675426.8755,5704513.917,104.9794865,2369
675408.1801,5704517.015,105.1140672,2369
675389.4846,5704520.112,105.2486479,2369
675370.7891,5704523.209,105.3832286,2369
675352.0937,5704526.306,105.5178094,2369
675333.3982,5704529.403,105.6523901,2369
675314.7028,5704532.5,105.7869708,2369
675296.0073,5704535.598,105.9215515,2369
675277.3118,5704538.695,106.0561322,2369
675258.6164,5704541.792,106.1907129,2369
675239.9209,5704544.889,106.3252937,2369
675221.2255,5704547.986,106.4598744,2369
675202.53,5704551.083,106.5944551,2369
675183.8345,5704554.181,106.7290358,2369
675165.1391,5704557.278,106.8636165,2369
675146.4436,5704560.375,106.9981972,2369
675127.7482,5704563.472,107.132778,2369
675109.0527,5704566.569,107.2673587,2369
675090.3572,5704569.666,107.4019394,2369
675071.6618,5704572.764,107.5365201,2369
675052.9663,5704575.861,107.6711008,2369
675034.2709,5704578.958,107.8056815,2369
675015.5754,5704582.055,107.9402623,2369
674996.88,5704585.152,108.074843,2369
674978.1845,5704588.249,108.2094237,2369
674959.489,5704591.347,108.3440044,2369
674940.7936,5704594.444,108.4785851,2369
674922.0981,5704597.541,108.6131658,2369
674903.4027,5704600.638,108.7477465,2369
674884.7072,5704603.735,108.8823273,2369
674866.0117,5704606.832,109.016908,2369
674847.3163,5704609.93,109.1514887,2369
674828.6208,5704613.027,109.2860694,2369
674809.9254,5704616.124,109.4206501,2369
674791.2299,5704619.221,109.5552308,2369
674772.5344,5704622.318,109.6898116,2369
674753.839,5704625.415,109.8243923,2369
674735.1435,5704628.513,109.958973,2369
674716.4481,5704631.61,110.0935537,2369
674697.7526,5704634.707,110.2281344,2369
674679.0571,5704637.804,110.3627151,2369
674660.3617,5704640.901,110.4972959,2369
674641.6662,5704643.998,110.6318766,2369
674622.9708,5704647.096,110.7664573,2369
674604.2753,5704650.193,110.901038,2369
674585.5799,5704653.29,111.0356187,2369
674566.8844,5704656.387,111.1701994,2369
674548.1889,5704659.484,111.3047802,2369
674529.4935,5704662.581,111.4393609,2369
674510.798,5704665.678,111.5739416,2369
674492.1026,5704668.776,111.7085223,2369

676097.1958,5704326.401,100,2708
676102.5487,5704344.631,100,2708
676107.9017,5704362.862,100,2708
676113.2546,5704381.092,100,2708
676118.6075,5704399.322,100,2708
676123.9604,5704417.553,100,2708
676129.3133,5704435.783,100,2708
676134.6663,5704454.013,100,2708
676140.0192,5704472.244,100,2708
676145.3721,5704490.474,100,2708
676150.725,5704508.705,100,2708
676156.0779,5704526.935,100,2708
676161.4308,5704545.165,100,2708
676166.7838,5704563.396,100,2708
676172.1367,5704581.626,100,2708
676177.4896,5704599.856,100,2708
676182.8425,5704618.087,100,2708
676188.1954,5704636.317,100,2708
676193.5484,5704654.547,100,2708
676198.9013,5704672.778,100,2708
676204.2542,5704691.008,100,2708
676209.6071,5704709.239,100,2708
676214.96,5704727.469,100,2708
676220.313,5704745.699,100,2708
676225.6659,5704763.93,100,2708
676231.0188,5704782.16,100,2708
676236.3717,5704800.39,100,2708
676217.958,5704797.143,100.8066039,2708
676199.5443,5704793.896,101.6132079,2708
676181.1306,5704790.649,102.4198118,2708
676162.7168,5704787.402,103.2264158,2708
676144.3031,5704784.155,104.0330197,2708
676125.8894,5704780.908,104.8396236,2708
676107.4757,5704777.661,105.6462276,2708
676089.062,5704774.414,106.4528315,2708
676070.6483,5704771.167,107.2594355,2708
676052.2346,5704767.92,108.0660394,2708
676033.8208,5704764.673,108.8726434,2708
676015.4071,5704761.426,109.6792473,2708
675996.9934,5704758.179,110.4858512,2708
