676412.8444,5704297.301,100,9782,0
676412.2415,5704316.291,100,9782,0
676411.6387,5704335.281,100,9782,0
676411.0359,5704354.272,100,9782,0
676410.433,5704373.262,100,9782,0
676409.8302,5704392.253,100,9782,0
676409.2274,5704411.243,100,9782,0
676408.6245,5704430.234,100,9782,0
676408.0217,5704449.224,100,9782,0
676407.4189,5704468.214,100,9782,0
676406.8161,5704487.205,100,9782,0
676406.2132,5704506.195,100,9782,0
676405.6104,5704525.186,100,9782,0
676405.0076,5704544.176,100,9782,0
676404.4047,5704563.167,100,9782,0
676403.8019,5704582.157,100,9782,0
676385.3459,5704581.526,101.4048997,9782,0
676366.89,5704580.896,102.8097994,9782,0
676348.434,5704580.265,104.2146991,9782,0
676329.9781,5704579.635,105.6195987,9782,0
676311.5221,5704579.004,107.0244984,9782,0
676293.0661,5704578.373,108.4293981,9782,0
676274.6102,5704577.743,109.8342978,9782,0
676256.1542,5704577.112,111.2391975,9782,0
676237.6983,5704576.482,112.6440972,9782,0
676219.2423,5704575.851,114.0489968,9782,0
676200.7863,5704575.22,115.4538965,9782,0
676182.3304,5704574.59,116.8587962,9782,0
676163.8744,5704573.959,118.2636959,9782,0
676145.4185,5704573.329,119.6685956,9782,0
676126.9625,5704572.698,121.0734953,9782,0
676108.5066,5704572.067,122.478395,9782,0
676090.0506,5704571.437,123.8832946,9782,0
676071.5946,5704570.806,125.2881943,9782,0
676053.1387,5704570.176,126.693094,9782,0
676034.6827,5704569.545,128.0979937,9782,0
676016.2268,5704568.914,129.5028934,9782,0
675997.7708,5704568.284,130.9077931,9782,0
675979.3148,5704567.653,132.3126928,9782,0
675960.8589,5704567.023,133.7175924,9782,0
675942.4029,5704566.392,135.1224921,9782,0
675923.947,5704565.761,136.5273918,9782,0
675905.491,5704565.131,137.9322915,9782,0
675887.035,5704564.5,139.3371912,9782,0
675868.5791,5704563.87,140.7420909,9782,0
675850.1231,5704563.239,142.1469905,9782,0
675831.6672,5704562.608,143.5518902,9782,1
675813.2112,5704561.978,144.9567899,9782,0
675794.7552,5704561.347,146.3616896,9782,0
675776.2993,5704560.717,147.7665893,9782,0
675757.8433,5704560.086,149.171489,9782,0
675739.3874,5704559.455,150.5763887,9782,0
675720.9314,5704558.825,151.9812883,9782,0
675702.4755,5704558.194,153.386188,9782,0
675684.0195,5704557.564,154.7910877,9782,0
675665.5635,5704556.933,156.1959874,9782,0
675647.1076,5704556.302,157.6008871,9782,0
675628.6516,5704555.672,159.0057868,9782,0
675610.1957,5704555.041,160.4106864,9782,0
675591.7397,5704554.411,161.8155861,9782,0
675573.2837,5704553.78,163.2204858,9782,0
675554.8278,5704553.15,164.6253855,9782,0
675536.3718,5704552.519,166.0302852,9782,0
675517.9159,5704551.888,167.4351849,9782,0
675499.4599,5704551.258,168.8400846,9782,0
675481.0039,5704550.627,170.2449842,9782,0
675462.548,5704549.997,171.6498839,9782,0
675444.092,5704549.366,173.0547836,9782,0
675425.6361,5704548.735,174.4596833,9782,0
675407.1801,5704548.105,175.864583,9782,0
675388.7241,5704547.474,177.2694827,9782,0
675370.2682,5704546.844,178.6743823,9782,0
675351.8122,5704546.213,180.079282,9782,0
675333.3563,5704545.582,181.4841817,9782,0
675314.9003,5704544.952,182.8890814,9782,0
675296.4444,5704544.321,184.2939811,9782,0
675277.9884,5704543.691,185.6988808,9782,0
675259.5324,5704543.06,187.1037805,9782,0
675241.0765,5704542.429,188.5086801,9782,0
675222.6205,5704541.799,189.9135798,9782,0
675204.1646,5704541.168,191.3184795,9782,0
675185.7086,5704540.538,192.7233792,9782,0
675167.2526,5704539.907,194.1282789,9782,0
675148.7967,5704539.276,195.5331786,9782,0
675130.3407,5704538.646,196.9380783,9782,0
675111.8848,5704538.015,198.3429779,9782,0
675093.4288,5704537.385,199.7478776,9782,0
675074.9728,5704536.754,201.1527773,9782,0
675056.5169,5704536.123,202.557677,9782,0
675038.0609,5704535.493,203.9625767,9782,0
675019.605,5704534.862,205.3674764,9782,0
675001.149,5704534.232,206.772376,9782,0
674982.6931,5704533.601,208.1772757,9782,0
674964.2371,5704532.97,209.5821754,9782,0
674945.7811,5704532.34,210.9870751,9782,0
674927.3252,5704531.709,212.3919748,9782,0
674908.8692,5704531.079,213.7968745,9782,0
674890.4133,5704530.448,215.2017742,9782,0
674871.9573,5704529.817,216.6066738,9782,0
674853.5013,5704529.187,218.0115735,9782,0
674835.0454,5704528.556,219.4164732,9782,0
674816.5894,5704527.926,220.8213729,9782,0
674798.1335,5704527.295,222.2262726,9782,0
674779.6775,5704526.664,223.6311723,9782,0
674761.2215,5704526.034,225.0360719,9782,0
674742.7656,5704525.403,226.4409716,9782,0
674724.3096,5704524.773,227.8458713,9782,0
674705.8537,5704524.142,229.250771,9782,0
674687.3977,5704523.511,230.6556707,9782,0
674668.9417,5704522.881,232.0605704,9782,0
674650.4858,5704522.25,233.4654701,9782,0
674632.0298,5704521.62,234.8703697,9782,0
674613.5739,5704520.989,236.2752694,9782,0
674595.1179,5704520.358,237.6801691,9782,0
674576.662,5704519.728,239.0850688,9782,0
674558.206,5704519.097,240.4899685,9782,0
674539.75,5704518.467,241.8948682,9782,0
674521.2941,5704517.836,243.2997679,9782,0
674502.8381,5704517.205,244.7046675,9782,0
674484.3822,5704516.575,246.1095672,9782,0
674465.9262,5704515.944,247.5144669,9782,0
674447.4702,5704515.314,248.9193666,9782,0
674429.0143,5704514.683,250.3242663,9782,0
674410.5583,5704514.052,251.729166,9782,0
674392.1024,5704513.422,253.1340656,9782,0
674373.6464,5704512.791,254.5389653,9782,0
674355.1904,5704512.161,255.943865,9782,0
674336.7345,5704511.53,257.3487647,9782,0
674318.2785,5704510.899,258.7536644,9782,0
674299.8226,5704510.269,260.1585641,9782,0
674281.3666,5704509.638,261.5634638,9782,0
674262.9106,5704509.008,262.9683634,9782,0
674244.4547,5704508.377,264.3732631,9782,0
674225.9987,5704507.746,265.7781628,9782,0
674207.5428,5704507.116,267.1830625,9782,0
674189.0868,5704506.485,268.5879622,9782,0
674170.6309,5704505.855,269.9928619,9782,0
674152.1749,5704505.224,271.3977615,9782,0
674133.7189,5704504.593,272.8026612,9782,0
674115.263,5704503.963,274.2075609,9782,0
674096.807,5704503.332,275.6124606,9782,0
674078.3511,5704502.702,277.0173603,9782,0
674059.8951,5704502.071,278.42226,9782,0
674041.4391,5704501.44,279.8271597,9782,0
674022.9832,5704500.81,281.2320593,9782,0
674004.5272,5704500.179,282.636959,9782,0
673986.0713,5704499.549,284.0418587,9782,0
673967.6153,5704498.918,285.4467584,9782,0
673949.1593,5704498.287,286.8516581,9782,0

676349.2264,5704295.094,100,771,0
676331.7001,5704300.076,102.023247,771,0
676314.1738,5704305.059,104.0464941,771,0
676296.6476,5704310.042,106.0697411,771,0
676279.1213,5704315.025,108.0929882,771,0
676261.595,5704320.007,110.1162352,771,0
676244.0687,5704324.99,112.1394823,771,0
676226.5425,5704329.973,114.1627293,771,0
676209.0162,5704334.955,116.1859764,771,0
676191.4899,5704339.938,118.2092234,771,0
676173.9636,5704344.921,120.2324704,771,0
676156.4374,5704349.903,122.2557175,771,0
676138.9111,5704354.886,124.2789645,771,0
676121.3848,5704359.869,126.3022116,771,0
676103.8585,5704364.851,128.3254586,771,0
676086.3322,5704369.834,130.3487057,771,0
676068.806,5704374.817,132.3719527,771,0
676051.2797,5704379.799,134.3951998,771,0
676033.7534,5704384.782,136.4184468,771,0
676016.2271,5704389.765,138.4416938,771,0
675998.7009,5704394.747,140.4649409,771,0
675981.1746,5704399.73,142.4881879,771,0
675963.6483,5704404.713,144.511435,771,0
675946.122,5704409.695,146.534682,771,0
675928.5957,5704414.678,148.5579291,771,0
675911.0695,5704419.661,150.5811761,771,0
675893.5432,5704424.643,152.6044232,771,0
675876.0169,5704429.626,154.6276702,771,0
675858.4906,5704434.609,156.6509172,771,0
675840.9644,5704439.591,158.6741643,771,0
675823.4381,5704444.574,160.6974113,771,0
675805.9118,5704449.557,162.7206584,771,0
675788.3855,5704454.539,164.7439054,771,0
675770.8593,5704459.522,166.7671525,771,0
675753.333,5704464.505,168.7903995,771,0
675735.8067,5704469.487,170.8136466,771,0
675718.2804,5704474.47,172.8368936,771,0
675700.7541,5704479.453,174.8601406,771,0
675683.2279,5704484.435,176.8833877,771,0
675665.7016,5704489.418,178.9066347,771,0
675648.1753,5704494.401,180.9298818,771,0
675630.649,5704499.383,182.9531288,771,0
675613.1228,5704504.366,184.9763759,771,0
675595.5965,5704509.349,186.9996229,771,0
675578.0702,5704514.331,189.02287,771,0
675560.5439,5704519.314,191.046117,771,0
675543.0176,5704524.297,193.0693641,771,0
675525.4914,5704529.279,195.0926111,771,0
675507.9651,5704534.262,197.1158581,771,0
675490.4388,5704539.245,199.1391052,771,0
675472.9125,5704544.227,201.1623522,771,0
675455.3863,5704549.21,203.1855993,771,1
675437.86,5704554.193,205.2088463,771,0
675420.3337,5704559.175,207.2320934,771,0
675402.8074,5704564.158,209.2553404,771,0
675385.2812,5704569.141,211.2785875,771,0
675367.7549,5704574.124,213.3018345,771,0
675350.2286,5704579.106,215.3250815,771,0
675332.7023,5704584.089,217.3483286,771,0
675315.176,5704589.072,219.3715756,771,0
675297.6498,5704594.054,221.3948227,771,0
675280.1235,5704599.037,223.4180697,771,0
675262.5972,5704604.02,225.4413168,771,0
675245.0709,5704609.002,227.4645638,771,0
675227.5447,5704613.985,229.4878109,771,0
