,longitude,latitude,heading
0,676276.9786851562,5707295.51477351,3.141592653589793
1,676404.2903696033,5707295.901224481,3.2050591718441326
2,676531.3689157959,5707288.233291147,3.2685256900984716
3,676657.7026202156,5707272.541836594,3.331992208352811
4,676782.7827769383,5707248.89003227,3.39545872660715
5,676906.1057260873,5707217.373103839,3.4589252448614896
6,677027.174881992,5707178.117947916,3.5223917631158286
7,677145.502732885,5707131.282621285,3.585858281370168
8,677260.6128040842,5707077.055704622,3.649324799624507
9,677372.0415767512,5707015.655543276,3.7127913178788465
10,677479.3403544975,5706947.329368208,3.7762578361331856
11,677582.0770703208,5706872.352300553,3.839724354387525
12,677679.8380265905,5706791.026243896,3.903190872641864
13,677772.2295610744,5706703.678668638,3.9666573908962035
14,677858.8796322928,5706610.661293421,4.030123909150543
15,677939.4393178157,5706512.348668858,4.093590427404882
16,678013.5842194639,5706409.136669316,4.157056945659221
17,678081.0157697521,5706301.440898806,4.22052346391356
18,678141.462434313,5706189.695017398,4.2839899821679
19,678194.6808054538,5706074.348994909,4.347456500422239
20,678240.4565824409,5705955.8672989,4.410923018676578
21,678278.6054345631,5705834.727024262,4.474389536930918
22,678308.9737434929,5705711.415971954,4.537856055185257
23,678331.4392219572,5705586.430684603,4.601322573439596
24,678345.9114062253,5705460.274446903,4.664789091693935
25,678352.3320204241,5705333.455258857,4.728255609948275
26,678350.6752112216,5705206.483790009,4.791722128202614
27,678340.9476519242,5705079.87132296,4.855188646456953
28,678323.1885155762,5704954.127694378,4.918655164711293
29,678297.4693171638,5704829.759241869,4.982121682965632
30,678263.8936255662,5704707.2667649295,5.045588201219971
31,678222.59664641,5704587.143508205,5.10905471947431
32,678173.7446775108,5704469.873175214,5.172521237728649
33,678117.5344390976,5704355.92798047,5.235987755982989
34,678054.1922815163,5704245.766747922,5.299454274237328
35,677983.9732736096,5704139.833063309,5.362920792491668
36,677907.160175445,5704038.55348792,5.426387310746007
37,677824.062299529,5703942.335840918,5.489853829000346
38,677735.0142650995,5703851.567557169,5.553320347254685
39,677640.3746505158,5703766.614127161,5.616786865509024
40,677540.5245491721,5703687.817625342,5.680253383763363
41,677435.8660347587,5703615.4953327505,5.743719902017703
42,677326.8205420496,5703549.938459508,5.807186420272042
43,677213.8271697413,5703491.410972331,5.870652938526382
44,677097.3409121814,5703440.14853175,5.934119456780721
45,676977.8308271073,5703396.35754333,5.99758597503506
46,676855.7781467764,5703360.214326726,6.061052493289399
47,676731.6743400978,5703331.864405881,6.124519011543738
48,676606.0191335669,5703311.42192324,6.187985529798078
49,676479.3184989768,5703298.969180361,6.251452048052417
50,676352.0826160074,5703294.556306711,0.0317332591271704
51,676224.8238178991,5703298.201058043,0.09519977738150942
52,676098.0545284813,5703309.888745098,0.15866629563584844
53,675972.2851988643,5703329.572292979,0.22213281389018746
54,675848.0222521,5703357.172430898,0.2855993321445265
55,675725.7660440876,5703392.578011572,0.3490658503988655
56,675606.0088489337,5703435.6464589555,0.4125323686532054
57,675489.2328768759,5703486.204342496,0.47599888690754444
58,675375.9083327497,5703544.048075637,0.5394654051618843
59,675266.4915228144,5703608.944735702,0.6029319234162234
60,675161.4230175564,5703680.633001902,0.6663984416705624
61,675061.1258778671,5703758.824207649,0.7298649599249014
62,674966.003951733,5703843.203502968,0.7933314781792404
63,674876.4402482936,5703933.431122315,0.8567979964335795
64,674792.7953958118,5704029.143752683,0.9202645146879194
65,674715.4061897614,5704129.955996507,0.9837310329422584
66,674644.5842368747,5704235.461923472,1.0471975511965983
67,674580.6147006087,5704345.236704963,1.1106640694509373
68,674523.755153076,5704458.838324604,1.1741305877052763
69,674474.2345380622,5704575.809357961,1.2375971059596154
70,674432.2522493013,5704695.678814295,1.3010636242139553
71,674397.9773277193,5704817.964032904,1.3645301424682943
72,674371.5477808759,5704942.172626442,1.4279966607226333
73,674353.0700273439,5705067.804463405,1.4914631789769723
74,674342.6184682585,5705194.353681779,1.5549296972313122
75,674340.235187768,5705321.310725748,1.6183962154856513
76,674345.9297835829,5705448.164397312,1.6818627337399903
77,674359.679328313,5705574.40391446,1.7453292519943293
78,674381.4284617434,5705699.520967719,1.8087957702486683
79,674411.0896136815,5705823.011766739,1.8722622885030091
80,674448.5433564781,5705944.379068684,1.9357288067573464
81,674493.6388858019,5706063.134180272,1.9991953250116872
82,674546.1946277391,5706178.798925424,2.062661843266026
83,674605.9989697698,5706290.907570561,2.126128361520365
84,674672.8111126831,5706399.00869983,2.1895948797747042
85,674746.3620400039,5706502.667032694,2.2530613980290433
86,674826.3556010281,5706601.465176592,2.316527916283384
87,674912.4697031123,5706695.005307567,2.3799944345377213
88,675004.3576084155,5706782.910772151,2.443460952792062
89,675101.6493298792,5706864.827604024,2.506927471046401
90,675203.9531208245,5706940.425949326,2.57039398930074
91,675310.8570521744,5707009.40139494,2.633860507555079
92,675421.9306709506,5707071.476194329,2.697327025809418
93,675536.7267333729,5707126.400386023,2.760793544063759
94,675654.7830055832,5707173.952800273,2.8242600623180962
95,675775.6241247469,5707213.941949753,2.887726580572437
96,675898.7635130396,5707246.206800798,2.951193098826776
97,676023.7053368158,5707270.617421999,3.014659617081115
98,676149.9465030703,5707287.075507595,3.078126135335454
99,676276.9786851562,5707295.51477351,3.141592653589793
