longitude,latitude,altitude,drone_speed,drone_index,aircraft_index,aircraft_speed,collision?
671666.0638,5703496.101,100,19,69,41,0,0
671684.0188,5703502.315,100,19,69,41,0.4094064296,0
671701.9738,5703508.529,100,19,69,41,3.165505333,0
671719.9288,5703514.743,100,19,69,41,5.919025434,0
671737.8838,5703520.958,100,19,69,41,8.668410855,0
671755.8389,5703527.172,100,19,69,41,11.41211638,0
671773.7939,5703533.386,100,19,69,41,14.14861092,0
671786.1548,5703544.592,105.4169415,16.68442455,69,41,16.87638083,0
671798.5157,5703555.799,110.833883,16.68442455,69,41,19.59393324,0
671810.8766,5703567.005,116.2508245,16.68442455,69,41,22.29979919,0
671823.2375,5703578.211,121.667766,16.68442455,69,41,24.99253673,0
671835.5984,5703589.417,127.0847075,16.68442455,69,41,27.67073383,0
671847.9593,5703600.623,132.501649,16.68442455,69,41,30.33301116,0
671860.3202,5703611.829,137.9185905,16.68442455,69,41,32.97802476,0
671872.6811,5703623.036,143.3355321,16.68442455,69,41,35.60446849,0
671885.042,5703634.242,148.7524736,16.68442455,69,41,38.21107637,0
671897.4029,5703645.448,154.1694151,16.68442455,69,41,40.79662468,0
671909.7638,5703656.654,159.5863566,16.68442455,69,41,43.35993393,0
671922.1247,5703667.86,165.0032981,16.68442455,69,41,45.89987063,0
671934.4856,5703679.066,170.4202396,16.68442455,69,41,48.41534884,0
671946.8465,5703690.273,175.8371811,16.68442455,69,41,50.90533155,0
671959.2074,5703701.479,181.2541226,16.68442455,69,41,53.36883191,0
671971.5683,5703712.685,186.6710641,16.68442455,69,41,55.80491415,0
671983.9292,5703723.891,192.0880056,16.68442455,69,41,58.21269445,0
671996.2901,5703735.097,197.5049471,16.68442455,69,41,60.59134153,0
672008.651,5703746.303,202.9218886,16.68442455,69,41,62.94007706,0
672021.0119,5703757.51,208.3388301,16.68442455,69,41,65.25817593,0
672033.3728,5703768.716,213.7557716,16.68442455,69,41,67.54496631,0
