,longitude,latitude,heading
0,676311.6744484289,5706295.573191019,3.141592653589793
1,676375.3302604177,5706295.76614176,3.2050591718441326
2,676438.86946873,5706291.931906275,3.2685256900984716
3,676502.0362226214,5706284.085920431,3.331992208352811
4,676564.5761706855,5706272.259774128,3.39545872660715
5,676626.2374850556,5706256.501084136,3.4589252448614896
6,676686.7718754524,5706236.873302412,3.5223917631158286
7,676745.9355889922,5706213.455460648,3.585858281370168
8,676803.4903917289,5706186.341852076,3.649324799624507
9,676859.2045279803,5706155.641651816,3.7127913178788465
10,676912.8536535709,5706121.478477293,3.7762578361331856
11,676964.2217392346,5706083.989890506,3.839724354387525
12,677013.101940541,5706043.3268441195,3.903190872641864
13,677059.2974308357,5705999.653073651,3.9666573908962035
14,677102.6221938472,5705953.144438164,4.030123909150543
15,677142.9017727622,5705903.988212148,4.093590427404882
16,677179.9739727537,5705852.382331411,4.157056945659221
17,677213.6895141356,5705798.534596053,4.22052346391356
18,677243.9126335061,5705742.661833704,4.2839899821679
19,677270.521630466,5705684.989026408,4.347456500422239
20,677293.4093577039,5705625.74840466,4.410923018676578
21,677312.4836524784,5705565.178512254,4.474389536930918
22,677327.6677077553,5705503.523245725,4.537856055185257
23,677338.900381509,5705441.030872194,4.601322573439596
24,677346.1364429379,5705377.953029645,4.664789091693935
25,677349.3467546076,5705314.543713615,4.728255609948275
26,677348.5183897818,5705251.058254386,4.791722128202614
27,677343.6546844728,5705187.752288811,4.855188646456953
28,677334.7752240015,5705124.880730895,4.918655164711293
29,677321.9157641191,5705062.696745301,4.982121682965632
30,677305.1280870109,5705001.450727884,5.045588201219971
31,677284.4797927602,5704941.389297404,5.10905471947431
32,677260.0540271137,5704882.754302425,5.172521237728649
33,677231.9491466453,5704825.781847441,5.235987755982989
34,677200.2783226655,5704770.701342131,5.299454274237328
35,677165.1690854743,5704717.734577589,5.362920792491668
36,677126.7628107928,5704667.09483321,5.426387310746007
37,677085.2141504395,5704618.986017897,5.489853829000346
38,677040.69040955,5704573.60184896,5.553320347254685
39,676993.3708728435,5704531.125072107,5.616786865509024
40,676943.4460826532,5704491.726725573,5.680253383763363
41,676891.1170716266,5704455.56545144,5.743719902017703
42,676836.5945531874,5704422.786856854,5.807186420272042
43,676780.0980730195,5704393.5229277415,5.870652938526382
44,676721.8551249895,5704367.891497375,5.934119456780721
45,676662.1002350694,5704345.995771944,5.99758597503506
46,676601.0740169486,5704327.923915016,6.061052493289399
47,676539.022203137,5704313.748692585,6.124519011543738
48,676476.1946554652,5704303.527180105,6.187985529798078
49,676412.8443589605,5704297.3005327275,6.251452048052417
50,676349.2264031554,5704295.093819636,0.0317332591271704
51,676285.5969549287,5704296.915923154,0.09519977738150942
52,676222.2122270144,5704302.759503027,0.15866629563584844
53,676159.3274463338,5704312.601026043,0.22213281389018746
54,676097.1958263027,5704326.400860836,0.2855993321445265
55,676036.067547254,5704344.103437515,0.3490658503988655
56,675976.1887490771,5704365.637471476,0.4125323686532054
57,675917.8005401351,5704390.916250472,0.47599888690754444
58,675861.1380264446,5704419.837983823,0.5394654051618843
59,675806.4293650308,5704452.28621231,0.6029319234162234
60,675753.8948452664,5704488.130277143,0.6663984416705624
61,675703.7460018939,5704527.225846101,0.7298649599249014
62,675656.1847633016,5704569.415494722,0.7933314781792404
63,675611.402638483,5704614.529340191,0.8567979964335795
64,675569.5799459496,5704662.385725411,0.9202645146879194
65,675530.8850877068,5704712.791950456,0.9837310329422584
66,675495.4738712083,5704765.545048497,1.0471975511965983
67,675463.4888820243,5704820.432603051,1.1106640694509373
68,675435.0589097473,5704877.233603293,1.1741305877052763
69,675410.2984294426,5704935.71933394,1.2375971059596154
70,675389.3071407377,5704995.654296185,1.3010636242139553
71,675372.1695663993,5705056.797155915,1.3645301424682943
72,675358.9547120185,5705118.901715445,1.4279966607226333
73,675349.7157881713,5705181.717904806,1.4914631789769723
74,675344.4899961737,5705244.992788651,1.5549296972313122
75,675343.2983782948,5705308.471584669,1.6183962154856513
76,675346.1457330289,5705371.898689468,1.6818627337399903
77,675353.0205957692,5705435.018707738,1.7453292519943293
78,675363.8952849612,5705497.577480579,1.8087957702486683
79,675378.7260135488,5705559.323108871,1.8722622885030091
80,675397.4530652658,5705620.006967522,1.9357288067573464
81,675420.0010350621,5705679.384706566,1.9991953250116872
82,675446.2791326997,5705737.217235023,2.062661843266026
83,675476.1815482916,5705793.271683593,2.126128361520365
84,675509.5878783186,5705847.322342323,2.1895948797747042
85,675546.3636104035,5705899.151569424,2.2530613980290433
86,675586.3606648954,5705948.55066763,2.316527916283384
87,675629.4179910821,5705995.320724525,2.3799944345377213
88,675675.3622156315,5706039.273413492,2.443460952792062
89,675724.0083406518,5706080.231752052,2.506927471046401
90,675775.1604885592,5706118.030814496,2.57039398930074
91,675828.6126907577,5706152.518396013,2.633860507555079
92,675884.1497169521,5706183.555625581,2.697327025809418
93,675941.5479417589,5706211.01752518,2.760793544063759
94,676000.5762451245,5706234.793513063,2.8242600623180962
95,676060.9969429262,5706254.787849075,2.887726580572437
96,676122.5667440101,5706270.920020203,2.951193098826776
97,676185.0377298114,5706283.12506482,3.014659617081115
98,676248.1583526137,5706291.353834307,3.078126135335454
99,676311.6744484289,5706295.573191019,3.141592653589793
